transaction_id,user_id,timestamp,amount,recipient_id,transaction_type,device_id,location,is_fraud,fraud_type
TXN_00000156,USER_0366,2025-09-06 20:15:19.646258,2305.52,RECIP_0069,Recharge,DEV_018,Hyderabad,0,legitimate
TXN_00000157,USER_0221,2025-11-14 23:27:19.646264,31465.33,RECIP_0149,P2P,DEV_076,Hyderabad,0,legitimate
TXN_00000158,USER_0763,2025-09-18 11:14:19.646270,17103.21,RECIP_0422,Bill Payment,DEV_018,Delhi,0,legitimate
TXN_00000159,USER_0715,2025-11-28 04:46:19.646275,3861.28,RECIP_0325,P2P,DEV_015,Delhi,0,legitimate
TXN_00000160,USER_0480,2025-09-19 19:21:19.646282,8658.78,RECIP_0111,P2P,DEV_009,Bangalore,0,legitimate
TXN_00000161,USER_0073,2025-10-15 20:58:19.646287,4344.21,RECIP_0033,P2P,DEV_030,Kolkata,0,legitimate
TXN_00000162,USER_0918,2025-11-25 09:19:19.646293,6139.21,RECIP_0147,P2M,DEV_084,Bangalore,1,velocity_attack
TXN_00000163,USER_0064,2025-09-05 11:23:19.646299,8257.39,RECIP_0163,Recharge,DEV_063,Bangalore,0,legitimate
TXN_00000164,USER_0104,2025-10-18 12:52:19.646304,2,RECIP_0084,Recharge,DEV_011,Mumbai,1,micropay_scam
TXN_00000165,USER_0927,2025-10-06 17:18:19.646310,5765.14,RECIP_0340,Recharge,DEV_002,Chennai,0,legitimate
TXN_00000166,USER_0037,2025-11-18 00:21:19.646316,10040.94,RECIP_0404,P2P,DEV_029,Hyderabad,0,legitimate
TXN_00000167,USER_0865,2025-11-29 10:32:19.646322,5,RECIP_0029,P2P,DEV_088,Kolkata,1,micropay_scam
TXN_00000168,USER_0264,2025-10-31 03:13:19.646330,6686.35,RECIP_0336,Recharge,DEV_044,Kolkata,0,legitimate
TXN_00000169,USER_0173,2025-09-06 17:20:19.646336,3909.67,RECIP_0497,Bill Payment,DEV_057,Kolkata,0,legitimate
TXN_00000170,USER_0083,2025-09-26 21:25:19.646342,45496.77,RECIP_0489,P2P,DEV_056,Delhi,1,velocity_attack
TXN_00000171,USER_0819,2025-12-01 06:45:19.646348,17403.98,RECIP_0396,Recharge,DEV_082,Mumbai,0,legitimate
TXN_00000172,USER_0755,2025-11-20 09:42:19.646354,2286.15,RECIP_0346,P2M,DEV_030,Bangalore,0,legitimate
TXN_00000173,USER_0974,2025-09-11 16:58:19.646360,6065.83,RECIP_0358,P2M,DEV_061,Bangalore,0,legitimate
TXN_00000174,USER_0043,2025-11-14 16:53:19.646366,82829.89,RECIP_0270,Recharge,DEV_081,Mumbai,0,legitimate
TXN_00000175,USER_0895,2025-11-01 13:46:19.646372,6051.32,RECIP_0096,P2M,DEV_032,Kolkata,0,legitimate
TXN_00000176,USER_0410,2025-11-25 04:25:19.646386,4799.8,RECIP_0412,P2P,DEV_004,Delhi,0,legitimate
TXN_00000177,USER_0166,2025-09-17 23:50:19.646392,7051.95,RECIP_0431,Recharge,DEV_072,Bangalore,0,legitimate
TXN_00000178,USER_0346,2025-09-15 03:27:19.646398,4974.54,RECIP_0052,Recharge,DEV_052,Chennai,1,fake_refund
TXN_00000179,USER_0848,2025-09-18 04:02:19.646404,37701.87,RECIP_0390,P2P,DEV_089,Delhi,0,legitimate
TXN_00000180,USER_0362,2025-09-26 15:09:19.646409,10,RECIP_0026,Bill Payment,DEV_010,Bangalore,1,micropay_scam
TXN_00000181,USER_0548,2025-10-26 14:06:19.646415,16154.7,RECIP_0210,Bill Payment,DEV_078,Kolkata,0,legitimate
TXN_00000182,USER_0964,2025-10-30 07:46:19.646421,21736.86,RECIP_0012,P2P,DEV_062,Hyderabad,0,legitimate
TXN_00000183,USER_0587,2025-12-01 20:08:19.646427,16310.63,RECIP_0343,Bill Payment,DEV_080,Chennai,1,fake_refund
TXN_00000184,USER_0472,2025-10-22 15:21:19.646433,5115.02,RECIP_0128,Recharge,DEV_100,Bangalore,0,legitimate
TXN_00000185,USER_0710,2025-10-11 06:23:19.646439,27531.48,RECIP_0042,Recharge,DEV_012,Chennai,1,velocity_attack
TXN_00000186,USER_0330,2025-09-20 01:44:19.646444,15922.33,RECIP_0457,P2M,DEV_058,Chennai,0,legitimate
TXN_00000187,USER_0094,2025-11-11 18:33:19.646450,3729.03,RECIP_0011,Recharge,DEV_065,Kolkata,0,legitimate
TXN_00000188,USER_0624,2025-09-14 11:05:19.646456,6064.81,RECIP_0180,P2M,DEV_077,Bangalore,0,legitimate
TXN_00000189,USER_0121,2025-11-25 15:16:19.646462,5875.96,RECIP_0195,Bill Payment,DEV_026,Mumbai,0,legitimate
TXN_00000190,USER_0665,2025-10-05 18:48:19.646469,5342.18,RECIP_0298,P2M,DEV_005,Delhi,0,legitimate
TXN_00000191,USER_0974,2025-09-14 10:30:19.646475,22176.02,RECIP_0280,Recharge,DEV_044,Mumbai,0,legitimate
TXN_00000192,USER_0236,2025-11-07 05:32:19.646480,33052.29,RECIP_0391,P2M,DEV_067,Kolkata,1,velocity_attack
TXN_00000193,USER_0685,2025-11-13 21:35:19.646486,13788.31,RECIP_0076,P2M,DEV_035,Chennai,0,legitimate
TXN_00000194,USER_0881,2025-10-23 14:31:19.646492,6206.33,RECIP_0334,Recharge,DEV_038,Mumbai,0,legitimate
TXN_00000195,USER_0479,2025-09-13 07:17:19.646498,14413.34,RECIP_0376,P2P,DEV_044,Kolkata,0,legitimate
TXN_00000196,USER_0100,2025-10-17 02:34:19.646504,1722.77,RECIP_0481,Bill Payment,DEV_031,Hyderabad,0,legitimate
TXN_00000197,USER_0236,2025-11-12 10:23:19.646510,15688.33,RECIP_0305,P2P,DEV_081,Bangalore,0,legitimate
TXN_00000198,USER_0193,2025-10-08 05:58:19.646515,33166.77,RECIP_0009,Bill Payment,DEV_027,Mumbai,0,legitimate
TXN_00000199,USER_0745,2025-10-30 11:08:19.646521,9945.21,RECIP_0252,P2M,DEV_071,Kolkata,0,legitimate
TXN_00000200,USER_0406,2025-11-23 03:09:19.646527,11727.99,RECIP_0220,Recharge,DEV_035,Delhi,0,legitimate
TXN_00000201,USER_0020,2025-10-23 00:34:19.646533,7660.31,RECIP_0135,Recharge,DEV_040,Hyderabad,0,legitimate
TXN_00000202,USER_0044,2025-10-08 23:09:19.646539,2922.52,RECIP_0026,Recharge,DEV_082,Bangalore,0,legitimate
TXN_00000203,USER_0766,2025-11-25 09:29:19.646544,1676.28,RECIP_0366,P2P,DEV_006,Bangalore,0,legitimate
TXN_00000204,USER_0080,2025-10-18 09:23:19.646550,14136.41,RECIP_0164,P2P,DEV_030,Delhi,0,legitimate
TXN_00000205,USER_0525,2025-11-12 07:29:19.646556,117181.38,RECIP_0299,Recharge,DEV_033,Chennai,1,new_recipient
TXN_00000206,USER_0480,2025-09-22 04:29:19.646562,8585.69,RECIP_0456,Recharge,DEV_030,Bangalore,0,legitimate
